gene_id,NC-1_FPKM,NC-2_FPKM,NC-3_FPKM,si-hnrnpa2b1-1_FPKM,si-hnrnpa2b1-2_FPKM,si-hnrnpa2b1-3_FPKM,NC-1_count,NC-2_count,NC-3_count,si-hnrnpa2b1-1_count,si-hnrnpa2b1-2_count,si-hnrnpa2b1-3_count
ENSRNOG00000033032,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033030,35.93320396,34.94385323,35.52486852,40.74294031,36.08917527,46.05166334,294,272,305,361,309,394
ENSRNOG00000056693,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056690,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011053,3.400203588,3.091654414,2.604198912,3.236115733,3.269124799,3.630680553,163,141,131,168,164,182
ENSRNOG00000011052,158.0070178,163.5901859,158.4499027,185.377875,174.5273113,174.7749646,5260,5181,5535,6683,6080,6084
ENSRNOG00000011054,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011057,27.91879182,25.34733026,28.61348872,25.59186733,27.50497774,25.01534126,1776,1534,1910,1763,1831,1664
ENSRNOG00000011059,2.595599223,3.417550334,2.369408197,1.980529196,2.362830245,2.482211832,190,238,182,157,181,190
ENSRNOG00000011058,12.22396703,12.71084133,12.19150326,10.51975156,11.95292845,11.4910744,2234,2210,2338,2082,2286,2196
ENSRNOG00000040121,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000026669,0,0,0,0,0,0.035694704,0,0,0,0,0,1
ENSRNOG00000040120,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000026661,0.100421636,0.105531072,0.382699946,0.18541685,0.143931374,0.384043094,2,2,8,4,3,8
ENSRNOG00000026662,15.94322225,13.97831945,14.76557017,14.19225778,14.56752179,13.43331221,639,533,621,616,611,563
ENSRNOG00000061100,16.48326495,18.66660984,18.56002091,16.17217626,18.7513856,17.59280013,336,362,397,357,400,375
ENSRNOG00000061101,0.130309028,1.095513034,0.620779315,0.721859976,0.124470982,0.996683267,1,8,5,6,1,8
ENSRNOG00000061102,0.796794738,1.387663843,1.250656112,0.605927666,1.12717095,1.150442053,102,169,168,84,151,154
ENSRNOG00000061103,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061104,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061105,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061106,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061107,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061108,139.3828889,141.5778034,145.4850081,133.9394951,141.0703553,138.2647779,6864,6633,7518,7143,7270,7120
ENSRNOG00000061109,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022784,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022781,10.25169179,10.4708006,10.96782999,9.466539169,9.403570533,10.10439943,424,412,476,424,407,437
ENSRNOG00000060271,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060273,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060272,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060275,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060274,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060277,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060276,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060279,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060278,0,0,0.032149168,0,0,0,0,0,2,0,0,0
ENSRNOG00000025318,6.931059558,5.873681984,6.559439192,5.757991681,6.806551434,5.527357094,289,233,287,260,297,241
ENSRNOG00000025310,12.15083222,12.1512058,11.49910679,11.29815472,11.69179649,10.97447583,144,137,143,145,145,136
ENSRNOG00000025317,13.65073954,11.58349429,12.44990434,12.85147768,12.07629471,11.74552721,768,620,735,783,711,691
ENSRNOG00000020929,13.04347258,10.8633433,9.916988786,12.96590409,9.126730607,13.70052962,183,145,146,197,134,201
ENSRNOG00000020925,71.45004043,65.72177986,76.29350145,70.65921946,78.31870483,76.81272861,1353,1184,1516,1449,1552,1521
ENSRNOG00000020927,0,0.031843596,0,0,0,0,0,1,0,0,0,0
ENSRNOG00000010063,0.400398828,0.291369942,0.146761423,0.412401321,0.441489157,0.309267093,26,18,10,29,30,21
ENSRNOG00000020923,11.2807347,10.73089587,10.80269196,11.93931486,11.00289998,12.417254,821,743,825,941,838,945
ENSRNOG00000020922,35.24081859,32.36213712,31.25516513,37.20493198,33.41612711,37.3361546,649,567,604,742,644,719
ENSRNOG00000057122,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057120,0.508205208,0,0,0,0,0,1,0,0,0,0,0
ENSRNOG00000030719,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057127,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030715,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030714,0.028798784,0.050451258,0.067085909,0.020683916,0.048923993,0.012241483,9,15,22,7,16,4
ENSRNOG00000030712,34.93522197,35.65200681,26.40676416,36.24352018,35.32760443,40.9561889,996,967,790,1119,1054,1221
ENSRNOG00000057125,66.41060792,62.21133225,68.17426404,63.8389928,63.91810455,49.30352183,5414,4825,5832,5636,5453,4203
ENSRNOG00000031045,5.317043676,6.192968378,3.97145544,5.838700001,3.295766044,4.947241247,37,41,29,44,24,36
ENSRNOG00000031046,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031041,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000003948,22.19437095,20.12612233,22.62232477,17.49073423,18.71001569,20.200911,1078,930,1153,920,951,1026
ENSRNOG00000003949,3.804906381,2.292371043,3.891333283,2.870777986,3.990637941,3.28369222,82,47,88,67,90,74
ENSRNOG00000003946,22.08060777,21.91188002,21.76290516,21.68611861,22.10253389,22.26691876,1431,1351,1480,1522,1499,1509
ENSRNOG00000003947,0,0.080613223,0.109617422,0,0.1099465,0.073349909,0,2,3,0,3,2
ENSRNOG00000003942,18.74209002,17.66708607,20.3079629,20.17059534,22.37112693,19.61355036,562,504,639,655,702,615
ENSRNOG00000005393,17.86600907,17.58699944,17.7916446,17.54516942,19.73723782,17.98945446,378,354,395,402,437,398
ENSRNOG00000005392,0.131168279,0.252752431,0.249978099,0.121123401,0.438676532,0.250865773,6,11,12,6,21,12
ENSRNOG00000005391,0.022363265,0.011750552,0.042612433,0.03097089,0.021361357,0.053453807,2,1,4,3,2,5
ENSRNOG00000005390,9.797337292,9.791904423,8.565124485,8.204743833,9.244668136,9.143899542,956,909,877,867,944,933
ENSRNOG00000005397,44.03641228,41.48844482,48.9023093,46.31578387,47.45519574,49.95919418,1331,1193,1551,1516,1501,1579
ENSRNOG00000009635,0,0,0,0,0.194452521,0,0,0,0,0,2,0
ENSRNOG00000009636,56.92636274,55.47856995,60.53363106,56.10755404,54.56022877,54.24988764,4023,3730,4489,4294,4035,4009
ENSRNOG00000009639,12.20483587,15.20444634,11.8267667,13.28125484,11.27006667,11.98601281,297,352,302,350,287,305
ENSRNOG00000005398,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000003496,2.680655148,2.598133826,3.151799348,2.684315359,2.694667712,2.388761283,308,284,380,334,324,287
ENSRNOG00000004441,0.215298336,0,0.123087359,0.198791512,0.164595589,0.16472649,5,0,3,5,4,4
ENSRNOG00000004442,0.470610654,0.358632844,0.32515224,0.543217342,0.595867378,0.416300047,40,29,29,50,53,37
ENSRNOG00000003495,79.7535058,79.09826771,82.8478828,75.10544055,82.20364084,82.09531844,8928,8424,9732,9105,9630,9610
ENSRNOG00000004444,0,0.02146061,0.097286311,0.037715233,0,0.195250616,0,1,5,2,0,10
ENSRNOG00000049529,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000003491,6.234887572,7.84046309,6.086047089,8.158215803,8.442445732,8.364383249,494,591,506,700,700,693
ENSRNOG00000004448,0.232808281,0.256937335,0.177489627,0.204223609,0.278083022,0.089050739,20,21,16,19,25,8
ENSRNOG00000004449,19.93258977,18.94343369,23.63796961,23.16921095,21.14671042,22.35037701,626,566,779,788,695,734
ENSRNOG00000049527,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000003498,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049523,0.137885134,0.289801413,0.525470759,0.127263377,0.131707667,0,1,2,4,1,1,0
ENSRNOG00000028841,21.11179107,17.59284534,15.95030461,9.484031345,11.26844692,15.27848481,111,88,88,54,62,84
ENSRNOG00000028847,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000028844,0.942957475,1.081272294,1.40511177,1.266532092,1.048522887,1.377236278,55,60,86,80,64,84
ENSRNOG00000028845,6.740046648,7.084605217,7.755515976,6.857191023,6.415480848,7.505135662,511,511,617,563,509,595
ENSRNOG00000049575,74.25421808,83.05650459,74.07783549,81.23601487,71.53092526,69.44010518,4568,4861,4782,5412,4605,4467
ENSRNOG00000052436,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052437,2.8762709,4.41868282,4.427841015,4.392672781,4.545673445,4.12599404,26,38,42,43,43,39
ENSRNOG00000052434,0.439189686,0.461535584,0.418534533,0.405357422,0,0.419743278,1,1,1,1,0,1
ENSRNOG00000052435,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052432,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052433,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052430,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007076,5.117485838,4.994905006,5.469054959,4.084239659,4.366234411,4.404537502,140,130,157,121,125,126
ENSRNOG00000052438,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052439,0.700972701,0.368319037,1.669682296,1.294264413,1.004683532,1.675500356,2,1,5,4,3,5
ENSRNOG00000018373,2.277543561,2.402802763,2.434743725,2.413527789,2.915226291,2.9094098,271,272,304,311,363,362
ENSRNOG00000018372,1.152118237,1.498528694,1.12164349,0.918464516,1.314802829,1.220685776,139,172,142,120,166,154
ENSRNOG00000018371,78.52682834,73.40321909,71.15663143,67.97359208,75.9318769,74.31910304,1933,1719,1838,1812,1956,1913
ENSRNOG00000018781,13.5547801,13.68275051,12.94944443,16.27010354,14.10837283,13.41234288,807,775,809,1049,879,835
ENSRNOG00000018377,1.331345221,1.466054207,1.329161986,0.936669076,1.211668697,1.273177095,21,22,22,16,20,21
ENSRNOG00000018375,10.64828201,12.03471504,10.68838532,15.13442557,12.08918615,14.1094649,319,343,336,491,379,442
ENSRNOG00000010068,1.375615954,0.837105761,0.896961896,1.002824225,1.34908708,0.830857227,38,22,26,30,39,24
ENSRNOG00000018379,6.013706664,8.127127638,5.894655567,6.187731616,5.664486147,6.654699066,70,90,72,78,69,81
ENSRNOG00000018378,0.205729661,0.135156841,0.294081249,0.189975181,0.393196083,0.221350229,8,5,12,8,16,9
ENSRNOG00000011225,2.670548917,2.807018465,1.850881612,2.46600384,2.474585586,2.321683088,33,33,24,33,32,30
ENSRNOG00000033993,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033994,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002724,12.56526323,13.49131349,12.86038183,13.98442993,15.38867497,13.50760149,419,428,450,505,537,471
ENSRNOG00000002723,0,0.014364796,0.02605287,0,0,0,0,1,2,0,0,0
ENSRNOG00000002722,34.96294876,29.56776339,34.00929653,31.72781897,33.87153732,33.20456816,1448,1165,1478,1423,1468,1438
ENSRNOG00000002721,102.6260421,107.5431415,103.4744832,108.2215781,93.87573787,96.19471334,655,653,693,748,627,642
ENSRNOG00000048764,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002728,1.066424886,0.696791566,0.851489316,0.85168131,0.798707444,1.019833909,37,23,31,32,29,37
ENSRNOG00000052388,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052389,0,0,0.079347682,0,0,0.079616197,0,0,2,0,0,2
ENSRNOG00000052380,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052381,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052382,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052383,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052384,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052385,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052386,5.805801168,4.948737074,5.486319086,4.302435118,5.01177645,4.922284536,238,193,236,191,215,211
ENSRNOG00000052387,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000008141,0.317522906,0.778841298,0.605279911,0.781951416,0.505763496,0.404952621,3,7,6,8,5,4
ENSRNOG00000008140,156.4930404,153.7889185,185.4460687,184.3766795,185.9165256,185.6567251,4103,3836,5102,5235,5101,5090
ENSRNOG00000008142,14.53783889,13.10032369,14.93003631,13.43850998,13.11953943,14.67588274,953,817,1027,954,900,1006
ENSRNOG00000008145,11.91289989,11.85670974,12.52717461,10.75446988,11.47926184,12.32677263,1073,1016,1184,1049,1082,1161
ENSRNOG00000008144,25.40224418,23.81525036,22.78381528,20.37622737,20.65447578,18.87567156,731,652,688,635,622,568
ENSRNOG00000008146,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000378,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000373,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000376,17.70435242,25.58785665,19.58321829,22.77085235,30.21064046,21.16343117,56,77,65,78,100,70
ENSRNOG00000033376,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033372,19.20594851,16.90625086,17.21076466,13.86688985,13.44371108,12.32016271,486,407,457,380,356,326
ENSRNOG00000033378,7.855861589,7.635333393,7.44802269,6.235627839,6.70996933,6.264827696,584,540,581,502,522,487
ENSRNOG00000029089,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056950,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029087,1.144844372,1.417316665,1.212251453,1.22161225,1.142625157,1.240819525,45,53,50,52,47,51
ENSRNOG00000029086,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029083,0,0.187390387,0,0,0,0.170422083,0,1,0,0,0,1
ENSRNOG00000029082,11.46887862,9.481678249,8.719152564,10.35261793,9.605035349,10.10523413,89,70,71,87,78,82
ENSRNOG00000026501,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029336,16.63278237,14.16928597,18.37162074,16.36275754,16.70776744,16.49522347,918,744,1064,978,965,952
ENSRNOG00000026503,0,0.071389654,0,0.062720488,0.021629903,0.086609854,0,3,0,3,1,4
ENSRNOG00000026502,12.52124728,11.93483663,12.06078936,12.0595715,13.20879423,15.06430646,279,253,282,291,308,351
ENSRNOG00000036827,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000036826,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000036825,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029330,10.85677625,10.91104438,10.29850062,9.122315345,7.858805473,8.584108701,433,414,431,394,328,358
ENSRNOG00000026508,0,0,0,0.099196227,0,0,0,0,0,1,0,0
ENSRNOG00000036829,0.013227129,0,0.012605056,0.024428308,0.012634534,0,1,0,1,2,1,0
ENSRNOG00000036828,0.116534895,0.204174671,0.259175693,0,0.111387634,0.037137308,3,5,7,0,3,1
ENSRNOG00000029339,29.91574638,30.74648807,32.73284494,31.71718272,33.66929126,28.185111,135,132,155,155,159,133
ENSRNOG00000001243,19.71832954,18.59307225,18.39295693,17.82229783,20.91502114,18.81879648,991,889,970,970,1100,989
ENSRNOG00000001893,16.34247033,17.75882109,15.23546956,12.68504565,16.18245637,15.85499408,414,428,405,348,429,420
ENSRNOG00000012582,78.45692618,82.82173402,83.03090247,92.42583355,97.01344568,96.12124752,932,936,1035,1189,1206,1194
ENSRNOG00000012580,0.018475391,0,0,0.04263874,0,0.017666071,2,0,0,5,0,2
ENSRNOG00000012581,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000012586,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000012584,1.000486219,1.261920077,0.95343321,1.201039376,0.669191817,0.861117769,10,12,10,13,7,9
ENSRNOG00000003139,68.7274374,73.00965307,69.86103336,70.69699872,67.88183402,69.25863568,3571,3609,3809,3978,3691,3763
ENSRNOG00000003135,0.555304997,0.408572484,0.370453314,1.076823066,0.4245307,0.690332269,10,7,7,21,8,13
ENSRNOG00000003134,5.849765977,6.348656277,5.88132357,5.131661541,6.246769956,6.11166594,400,413,422,380,447,437
ENSRNOG00000003137,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000003136,3.866704142,3.917889658,3.817668549,4.599906281,3.595078669,3.298008343,111,107,115,143,108,99
ENSRNOG00000003131,41.15660547,38.42844572,39.27327393,40.16473449,39.25065232,42.2460446,1513,1344,1515,1599,1510,1624
ENSRNOG00000003132,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007808,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007805,40.93514953,36.23607599,39.44888793,42.54494357,45.21813696,45.06918607,2135,1798,2159,2403,2468,2458
ENSRNOG00000007804,10.90129863,9.922307662,10.31541133,10.77672848,11.30971073,11.01355135,992,859,985,1062,1077,1048
ENSRNOG00000007806,92.53370154,91.25153478,93.56992257,93.02825051,80.19234372,90.42179362,1375,1290,1459,1497,1247,1405
ENSRNOG00000007801,24.15757632,29.2281368,25.6921321,27.39730618,27.60147503,25.97336594,1569,1806,1751,1927,1876,1764
ENSRNOG00000007803,9.165640314,9.634274633,10.25377584,13.79936696,9.900988819,6.478676738,46,46,54,75,52,34
ENSRNOG00000001407,0,0.03903355,0.017698406,0.017141191,0.017739795,0.01774952,0,2,1,1,1,1
ENSRNOG00000001404,6.116172665,5.410401131,7.694486559,5.517260048,5.786638769,5.964769885,303,255,400,296,300,309
ENSRNOG00000001402,15.09168759,15.96096314,16.77538554,15.11684862,14.57691892,15.27739098,649,653,757,704,656,687
ENSRNOG00000009495,19.55132682,16.29762871,20.04820521,19.21124678,18.68295412,18.26912302,1092,866,1175,1162,1092,1067
ENSRNOG00000001409,88.34705946,80.34053234,81.85543512,79.92248439,80.90722949,83.81713725,2017,1745,1961,1976,1933,2001
ENSRNOG00000001408,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000009596,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000028064,0.180640273,0.094935852,0.073779811,0.011911464,0.012327436,0.06169537,14,7,6,1,1,5
ENSRNOG00000013180,18.68978888,18.13192416,17.02334821,17.50458898,15.10810894,16.34345359,701,647,670,711,593,641
ENSRNOG00000028062,89.01309517,92.93588475,92.22585419,90.75925,89.82609031,86.23282296,2534,2517,2755,2798,2676,2567
ENSRNOG00000028063,4.060950946,4.882343114,4.325304057,3.651895562,4.387848231,2.918996703,153,175,171,149,173,115
ENSRNOG00000030055,63.17020513,67.52135092,65.0503773,66.59495909,63.42391535,60.6459203,1539,1565,1663,1757,1617,1545
ENSRNOG00000030058,66.92349616,60.81414164,71.69739117,67.21362616,65.63577972,66.82119901,1860,1608,2091,2023,1909,1942
ENSRNOG00000030059,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002262,16.36021894,18.03867904,15.99278774,18.26104484,14.42477905,16.61322482,388,407,398,469,358,412
ENSRNOG00000057269,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002266,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002267,22.12740924,23.87428209,21.02496746,22.11545719,21.57995879,24.52156273,340,349,339,368,347,394
ENSRNOG00000002265,0.010467666,0,0,0,0,0,1,0,0,0,0,0
ENSRNOG00000057260,0.684122395,0.718930428,1.303896044,1.263460298,0.653472656,1.308308468,1,1,2,2,1,2
ENSRNOG00000057261,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057262,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057263,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042950,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042951,13.82501403,13.61169954,12.81921889,10.37699285,12.66973898,12.23621498,1074,1006,1045,873,1030,994
ENSRNOG00000057266,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057267,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000013239,5.958655522,5.678895732,6.350928851,6.357913735,6.368288962,6.638959691,836,758,935,966,935,974
ENSRNOG00000013238,0.854640568,1.105637923,1.31569743,1.032046832,0.816663224,0.943049646,13,16,21,17,13,15
ENSRNOG00000010268,0.562925261,0.484124788,0.351130025,0.368597543,0.479237734,0.381728657,55,45,36,39,49,39
ENSRNOG00000019098,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000013232,0.810188726,0.397404216,0.411758408,0.997477889,0.516132224,0.619830847,15,7,8,20,10,12
ENSRNOG00000013231,4.833885566,4.719689041,4.627065975,4.840590926,4.783421955,4.910322278,225,209,226,244,233,239
ENSRNOG00000013237,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000013236,8.266392029,7.84970572,8.235774141,9.107897841,9.840382404,9.825401894,704,636,736,840,877,875
ENSRNOG00000037884,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000013234,12.25879415,11.59692017,12.23575189,13.34559472,13.13235176,10.7359924,380,342,398,448,426,348
ENSRNOG00000014637,58.32301509,50.97190158,59.19508323,59.86011244,58.13644596,62.10380877,1507,1253,1605,1675,1572,1678
ENSRNOG00000014634,28.61988309,33.35962644,31.01317453,30.79541262,31.71425722,28.8086711,1065,1181,1211,1241,1235,1121
ENSRNOG00000014635,70.57698921,67.75389432,70.52714191,65.54263647,60.85750809,65.63188535,2284,2086,2395,2297,2061,2221
ENSRNOG00000014633,34.87493122,35.4333421,30.87602885,34.15366997,30.33426998,31.61063145,479,463,445,508,436,454
ENSRNOG00000014630,22.90083381,25.06397734,25.42308877,25.26500638,24.41758618,26.18434318,1140,1187,1328,1362,1272,1363
ENSRNOG00000010526,8.463295229,9.231203074,8.835832578,8.397307862,7.810961718,8.547518843,1141,1184,1250,1226,1102,1205
ENSRNOG00000010524,72.67212108,60.15121323,68.11440492,92.36992327,88.50753353,88.13879486,1275,1004,1254,1755,1625,1617
ENSRNOG00000010522,9.218998566,8.235617137,7.202911865,6.94011371,8.138135027,8.103600409,433,368,355,353,400,398
ENSRNOG00000010523,11.54686311,12.53796176,11.31536153,11.66844528,10.82583824,11.61538969,212,219,218,232,208,223
ENSRNOG00000051149,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051148,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051147,0.102093489,0,0.194616316,0,0.0325173,0.032535125,3,0,6,0,1,1
ENSRNOG00000051145,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051144,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000009592,110.6229828,118.3691401,110.0553824,114.9747918,101.6966601,100.4001472,3003,3057,3135,3380,2889,2850
ENSRNOG00000051142,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010528,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051140,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000038686,6.025874822,6.166145379,5.153059616,6.890976228,5.910760494,6.735761519,302,294,271,374,310,353
ENSRNOG00000013030,19.65759364,19.07888659,22.25431851,20.23889227,22.86359166,22.02339882,548,506,651,611,667,642
ENSRNOG00000056142,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000014188,2.18485234,2.861278439,2.833048683,2.331724259,2.994819451,2.329175006,122,152,166,141,175,136
ENSRNOG00000036598,0.692926566,0.773862403,0.846057589,0.659853082,0.641461057,0.476276646,32,34,41,33,31,23
ENSRNOG00000014180,2.227036121,1.032717743,1.310851399,1.088713236,0.751075922,1.190154584,34,15,21,18,12,19
ENSRNOG00000014181,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000014182,18.9789355,20.60965578,20.23785871,19.15865828,21.60528167,21.81088707,1631,1685,1825,1783,1943,1960
ENSRNOG00000014183,65.32853893,67.39253861,63.06140752,63.63874188,68.57888058,64.5939201,1238,1215,1254,1306,1360,1280
ENSRNOG00000014185,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000014186,3.827056833,3.55628154,3.435678634,3.047380314,2.782560301,3.633326134,138,122,130,119,105,137
ENSRNOG00000014187,13.63343682,14.1298338,13.3395006,10.8434426,13.35938856,12.09232277,786,775,807,677,806,729
ENSRNOG00000029852,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000038539,0.081921392,0.559582003,0.117064086,0.340321965,0.430459007,0.234959691,2,13,3,9,11,6
ENSRNOG00000029855,8.279911552,8.391453248,9.303830829,8.444590171,7.935784456,8.343637878,335,323,395,370,336,353
ENSRNOG00000029859,71.729632,68.81310694,67.07787305,73.12134531,72.67641377,71.16294776,481,439,472,531,510,499
ENSRNOG00000057844,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057845,0,0,0.645738993,0,0,0,0,0,1,0,0,0
ENSRNOG00000057846,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002607,0.083194188,0.480968661,0.455883726,0.115244312,0.25837123,0.278474066,4,22,23,6,13,14
ENSRNOG00000057840,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057841,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057842,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053214,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057848,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057849,2.326798653,2.271013877,3.326132287,1.841605204,2.858651116,2.384064759,14,13,21,12,18,15
ENSRNOG00000011697,13.10114726,14.35538823,13.77814603,14.02846454,14.36844504,13.31580815,589,614,650,683,676,626
ENSRNOG00000011696,4.119077477,4.732078733,4.000885723,2.779557137,3.431489645,3.219473357,312,341,318,228,272,255
ENSRNOG00000005167,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011692,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011690,4.627876992,5.61282616,4.286899051,5.140077491,4.700658377,4.673276997,143,165,139,172,152,151
ENSRNOG00000036044,0,0,0,0.513030487,0,0,0,0,0,1,0,0
ENSRNOG00000005162,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000023812,2.204771575,1.860100943,1.769367449,1.794821637,1.413822126,1.664567238,76,61,64,67,51,60
ENSRNOG00000023814,0.542999977,0.570753928,0.344994148,0.278544172,0.461258547,0.173080994,9,9,6,5,8,3
ENSRNOG00000023816,39.06472719,34.96539049,38.69025814,41.35650708,35.29170306,36.98498175,1502,1279,1561,1722,1420,1487
ENSRNOG00000015585,1.364152935,1.911852679,1.877800063,1.973494301,1.622216611,2.275727216,90,120,130,141,112,157
ENSRNOG00000015583,9.654138815,7.370955688,10.02408153,8.293831956,7.848420625,8.359635844,201,146,219,187,171,182
ENSRNOG00000015582,6.980953542,8.325181017,6.571343872,9.048492041,10.15933782,8.513396412,327,371,323,459,498,417
ENSRNOG00000015581,0.017167543,0.01203134,0.010910386,0,0.00546795,0.021894614,3,2,2,0,1,4
ENSRNOG00000015589,10.54667452,11.49514834,11.99906108,13.36479767,13.02417947,12.6306495,325,337,388,446,420,407
